City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ta`u,-14.2336,-169.5144,28.78,70,17,3.57,AS,1713929566
366,camayenne,9.535,-13.6878,27.05,83,20,2.06,GN,1713929567
367,alice town,25.7167,-79.3,22.69,61,100,6.76,BS,1713929567
368,obo,5.3998,26.4869,21.95,83,83,2.65,CF,1713929567
369,gadzhiyevo,69.2551,33.3362,1.03,98,91,3.05,RU,1713929567
370,vila velha,-20.3297,-40.2925,23.97,96,40,1.54,BR,1713929166
371,yaren,-0.5472,166.916,29.23,75,83,4.24,NR,1713929568
372,yauya,-8.9833,-77.3,10.92,85,100,0.99,PE,1713929568
373,gisborne,-38.6533,178.0042,16.18,57,1,2.13,NZ,1713929568
374,tura,25.5198,90.2201,33.66,26,5,3.45,IN,1713929303
375,grand baie,-20.0182,57.5802,26.36,94,2,0.45,MU,1713929568
376,whistler,50.1164,-122.9695,11.66,80,97,1.87,CA,1713929433
377,itamaraca,-7.7478,-34.8256,29.03,85,86,2.22,BR,1713929569
378,argo,37.6333,22.7333,14.96,79,100,1.79,GR,1713929569
379,ngetkib,7.3645,134.5148,30.02,73,74,4.67,PW,1713929569
380,cariamanga,-4.3333,-79.55,11.42,97,100,0.69,EC,1713929570
381,rikaze,29.25,88.8833,9.65,17,7,2.75,CN,1713929570
382,kokoda,-8.8785,147.7407,29.98,77,99,2.52,PG,1713929570
383,namtsy,62.7161,129.6658,2.12,100,100,2.33,RU,1713929570
384,kalemie,-5.9475,29.1947,22.51,85,100,1.05,CD,1713929571
385,labrador city,52.9463,-66.9114,-1.57,67,100,3.13,CA,1713929412
386,pyu,18.4833,96.4333,37.9,37,10,4.39,MM,1713929571
387,mwene-ditu,-7.0,23.45,19.41,95,100,1.58,CD,1713929571
388,santa ana de yacuma,-13.75,-65.4333,26.11,82,67,1.6,BO,1713929571
389,uturoa,-16.7333,-151.4333,28.4,75,9,3.33,PF,1713929572
390,north bend,43.4065,-124.2243,11.26,82,75,4.12,US,1713929572
391,kuta,-8.7233,115.1723,30.0,84,20,6.26,ID,1713929572
392,tchintabaraden,15.8969,5.7985,29.4,14,14,2.57,NE,1713929572
393,daru,-9.0763,143.2092,28.21,87,96,4.88,PG,1713929573
394,toliara,-23.35,43.6667,21.2,80,1,3.68,MG,1713929573
395,la paz,-16.5,-68.15,10.88,75,58,2.57,BO,1713928903
396,cockburn town,21.4612,-71.1419,25.62,74,62,6.47,TC,1713929573
397,chu,43.5983,73.7614,20.55,48,20,4.98,KZ,1713929573
398,vrede,-27.4257,29.1659,11.59,54,19,1.17,ZA,1713929574
399,floro,61.5996,5.0328,3.98,65,75,5.14,NO,1713929574
400,bel ombre,-4.6167,55.4167,26.91,94,75,11.32,SC,1713929574
401,meulaboh,4.1363,96.1285,30.02,72,47,1.84,ID,1713929574
402,dhidhdhoo,6.8833,73.1,29.46,70,34,1.89,MV,1713929575
403,bubaque,11.2833,-15.8333,25.77,68,22,6.47,GW,1713929575
404,buka,40.8108,69.1986,25.4,34,41,2.25,UZ,1713929575
405,carutapera,-1.195,-46.02,25.14,94,38,1.81,BR,1713929575
406,remire-montjoly,4.9167,-52.2667,26.02,89,40,1.03,GF,1713929576
407,nolensville,35.9523,-86.6694,18.9,50,100,3.6,US,1713929576
408,kone,-21.0595,164.8658,27.23,75,91,3.58,NC,1713929576
409,greenville,35.6127,-77.3663,13.09,63,0,5.14,US,1713929388
410,morehead city,34.7229,-76.726,16.12,64,0,5.66,US,1713929577
411,igrim,63.1906,64.4162,-7.81,75,62,2.55,RU,1713929577
412,nova vicosa,-17.8919,-39.3719,24.06,88,1,1.42,BR,1713929577
413,kiruna,67.8557,20.2251,-6.49,93,100,2.06,SE,1713929577
414,umm kaddadah,13.6017,26.6876,24.6,9,12,5.19,SD,1713929578
415,kantagi,43.5264,68.5775,23.2,35,3,1.44,KZ,1713929578
416,ulsteinvik,62.3432,5.8487,5.42,71,100,1.34,NO,1713929578
417,murzuq,25.9155,13.9184,19.92,42,28,5.27,LY,1713929578
418,monrovia,6.3005,-10.7969,26.87,84,78,2.38,LR,1713929539
419,pemangkat,1.1667,108.9667,28.1,78,99,1.46,ID,1713929579
420,tarko-sale,64.9225,77.785,-8.96,88,68,6.31,RU,1713929579
421,fedorovskiy,45.0972,40.9517,14.09,69,81,4.64,RU,1713929579
422,xining,36.6167,101.7667,15.23,22,0,1.01,CN,1713929579
423,el vigia,8.6219,-71.6506,24.83,87,82,1.72,VE,1713929580
424,ketchikan,55.3422,-131.6461,8.26,66,40,3.6,US,1713929580
425,mexia,31.6799,-96.4822,21.06,85,100,2.68,US,1713929580
426,ustyuzhna,58.8394,36.4321,2.1,74,51,3.81,RU,1713929580
427,fort st. john,56.2499,-120.8529,11.94,28,75,3.09,CA,1713929580
428,luderitz,-26.6481,15.1594,15.47,84,11,5.91,NA,1713929581
429,prado,-17.3411,-39.2208,24.2,90,7,0.86,BR,1713929581
430,callao,-12.0667,-77.15,23.73,83,20,5.14,PE,1713929569
431,selfoss,63.9331,-20.9971,5.58,66,77,2.0,IS,1713929581
432,hobyo,5.3505,48.5268,29.45,73,65,2.96,SO,1713929581
433,kingaroy,-26.5333,151.8333,22.3,58,36,0.89,AU,1713929582
434,usinsk,65.9939,57.5281,-10.52,88,6,3.58,RU,1713929582
435,madras,13.0878,80.2785,31.12,77,20,4.12,IN,1713929434
436,gadani,25.1185,66.7299,27.12,76,68,4.63,PK,1713929583
437,burang,30.25,81.1667,0.48,39,7,2.63,CN,1713929583
438,ulety,51.3572,112.4849,8.45,18,56,6.31,RU,1713929584
439,dzuunharaa,48.8523,106.4579,7.04,45,100,2.84,MN,1713929584
440,paranaiba,-19.6772,-51.1908,21.48,64,5,0.83,BR,1713929558
441,la sarre,48.8002,-79.1996,-12.05,84,100,6.65,CA,1713929585
442,middelburg,-25.7751,29.4648,14.08,46,1,1.3,ZA,1713929585
443,eraan,9.0629,117.7016,34.28,56,42,3.51,PH,1713929585
444,kanash,55.5086,47.4956,8.59,79,100,6.56,RU,1713929585
445,boden,65.8252,21.6886,-2.0,97,100,3.92,SE,1713929586
446,natal,-5.795,-35.2094,27.12,89,40,2.06,BR,1713929208
447,motomachi,43.8228,144.1044,14.01,51,20,8.75,JP,1713929586
448,tangermunde,52.5446,11.9765,4.97,58,100,3.18,DE,1713929586
449,kogalym,62.2654,74.4791,-16.12,95,37,4.47,RU,1713929299
450,parun,35.4207,70.9221,3.49,56,8,2.19,AF,1713929587
451,grande prairie,55.1667,-118.8027,13.1,26,75,3.6,CA,1713929355
452,touros,-5.1989,-35.4608,26.32,84,100,3.83,BR,1713929587
453,kavieng,-2.5744,150.7967,29.62,70,25,1.49,PG,1713929587
454,boda,4.3189,17.4695,23.12,91,100,1.63,CF,1713929587
455,pacocha,-17.5833,-71.3333,20.5,87,98,1.7,PE,1713929588
456,kargasok,59.0556,80.8572,-6.69,78,98,5.36,RU,1713929588
457,gandarbal,34.2333,74.7833,15.92,63,49,2.52,IN,1713929588
458,porus,18.0354,-77.4117,21.75,90,21,2.31,JM,1713929588
459,kokopo,-4.352,152.2633,30.96,64,67,4.71,PG,1713929588
460,dellys,36.9172,3.9131,10.55,77,68,2.34,DZ,1713929589
461,richards bay,-28.783,32.0377,20.27,89,6,1.36,ZA,1713929589
462,puerto baquerizo moreno,-0.9,-89.6,23.96,88,80,3.58,EC,1713929406
463,menaka,15.9182,2.4022,31.72,22,21,4.21,ML,1713929589
464,posse,-14.0931,-46.3694,23.87,62,96,1.12,BR,1713929590
465,lexington,37.9887,-84.4777,14.8,79,100,3.09,US,1713929589
466,howard springs,-12.497,131.047,33.32,70,42,2.56,AU,1713929590
467,tirmiz,37.2242,67.2783,22.05,56,0,4.12,UZ,1713929590
468,ostersund,63.1792,14.6357,0.9,86,40,3.09,SE,1713929518
469,mari,-7.06,-35.3194,25.45,95,100,1.91,BR,1713929511
470,vilyuysk,63.7553,121.6247,0.56,100,100,1.79,RU,1713929591
471,el granada,37.5027,-122.4694,15.53,77,100,4.12,US,1713929591
472,forquilha,-3.7983,-40.2606,22.96,97,90,0.18,BR,1713929591
473,punta del este,-34.9667,-54.95,18.26,69,0,11.62,UY,1713929505
474,leava,-14.3,-178.1667,29.13,73,19,1.32,WF,1713929592
475,kalmunai,7.4167,81.8167,30.21,68,97,1.47,LK,1713929592
476,bakanas,44.8081,76.2772,19.92,18,90,3.65,KZ,1713929592
477,greymouth,-42.4667,171.2,13.94,84,98,0.73,NZ,1713929592
478,teguise,29.0605,-13.564,17.12,77,0,7.72,ES,1713929593
479,miri,4.4148,114.0089,31.08,74,40,2.57,MY,1713929593
480,eyl,7.9803,49.8164,28.94,75,85,1.6,SO,1713929593
481,narvik,68.4384,17.4272,-1.33,83,99,1.66,NO,1713929593
482,wajir,1.7471,40.0573,27.98,78,75,1.54,KE,1713929594
483,ciudad bolivar,8.1222,-63.5497,28.99,58,19,6.47,VE,1713929594
484,myitkyina,25.3833,97.4,37.21,26,1,0.78,MM,1713929594
485,davydovka,51.1578,39.4292,8.4,73,57,2.87,RU,1713929594
486,tromso,69.6496,18.957,-0.99,80,75,3.09,NO,1713929595
487,boke,10.9409,-14.2967,24.06,69,56,0.81,GN,1713929595
488,coahuayana de hidalgo,18.7,-103.6583,22.03,68,54,1.32,MX,1713929587
489,ghansor,22.65,79.95,34.54,17,0,2.66,IN,1713929595
490,malango,-2.9627,119.9001,26.03,86,84,1.78,ID,1713929595
491,fauske,67.2588,15.3918,2.1,91,100,1.89,NO,1713929596
492,funafuti,-8.5243,179.1942,33.0,70,40,5.14,TV,1713929596
493,porto velho,-8.7619,-63.9039,27.03,89,40,0.51,BR,1713929518
494,ascension,30.2169,-90.9001,18.37,83,0,0.0,US,1713929596
495,nadym,65.5333,72.5167,-12.8,94,78,5.36,RU,1713929437
496,koscierzyna,54.1223,17.9812,2.14,80,93,1.73,PL,1713929597
497,kalaleh,37.3807,55.4916,13.78,94,100,0.0,IR,1713929597
498,krasnogorskoye,52.2953,86.1979,0.61,68,100,4.42,RU,1713929597
499,bac lieu,9.285,105.7244,32.71,54,99,5.23,VN,1713929597
500,rabo de peixe,37.8,-25.5833,14.73,88,75,5.66,PT,1713929598
501,akjoujt,19.6969,-14.4164,24.79,27,0,3.25,MR,1713929598
502,kribi,2.95,9.9167,26.58,90,97,3.29,CM,1713929598
503,pasni,25.2631,63.471,26.32,79,0,3.42,PK,1713929599
504,porto novo,6.4965,2.6036,26.28,79,61,2.12,BJ,1713929591
505,north ferriby,53.7212,-0.5052,6.07,60,100,4.63,GB,1713929599
506,weiz,47.2167,15.6167,4.62,95,100,0.89,AT,1713929599
507,genhe,50.7833,121.5167,12.05,39,78,4.86,CN,1713929600
508,yulinshi,38.2906,109.7494,21.42,19,0,3.54,CN,1713929600
509,ndele,8.4109,20.6473,25.39,55,95,1.86,CF,1713929600
510,amahai,-3.3333,128.9167,29.62,70,78,3.47,ID,1713929600
511,ballina,-28.8667,153.5667,24.88,53,94,0.96,AU,1713929600
512,mersa matruh,31.3525,27.2453,25.11,33,0,6.17,EG,1713929601
513,souillac,-20.5167,57.5167,25.21,100,40,0.51,MU,1713929601
514,rakops,-21.0167,24.3333,19.56,23,0,2.61,BW,1713929601
515,north haven,41.3909,-72.8595,9.05,74,0,2.57,US,1713929395
516,dali,25.7,100.1833,23.99,30,10,4.36,CN,1713929601
517,castillos,-34.1667,-53.8333,11.84,86,0,2.93,UY,1713929553
518,constitucion,-35.3333,-72.4167,11.44,49,0,1.9,CL,1713929496
519,sitka,57.0531,-135.33,10.94,62,100,3.6,US,1713929600
520,frontera,26.9333,-101.45,25.5,69,2,1.34,MX,1713929602
521,fada,9.5667,8.3,24.14,63,67,0.03,NG,1713929602
522,newman,37.3138,-121.0208,18.13,67,64,4.47,US,1713929468
523,klaksvik,62.2266,-6.589,2.51,73,6,6.11,FO,1713929603
524,flying fish cove,-10.4217,105.6791,23.82,100,75,3.6,CX,1713929599
525,livingstonia,-10.606,34.1063,17.73,88,100,0.63,MW,1713929603
526,juegang,32.3174,121.1855,21.3,41,98,4.06,CN,1713929604
527,les coteaux,45.2834,-74.2325,13.89,75,100,4.12,CA,1713929604
528,queenstown,-31.8976,26.8753,11.91,75,77,1.04,ZA,1713929409
529,mzimba,-11.9,33.6,17.01,95,96,3.55,MW,1713929604
530,sakaiminato,35.55,133.2333,16.99,100,75,7.2,JP,1713929605
531,opuwo,-18.0607,13.84,19.22,25,4,2.96,NA,1713929605
532,sao jose da coroa grande,-8.8978,-35.1478,26.2,83,68,1.12,BR,1713929605
533,taoudenni,22.6783,-3.9836,28.36,15,21,3.73,ML,1713929605
534,tonacatepeque,13.7811,-89.1186,24.27,97,91,0.71,SV,1713929605
535,gorontalo,0.5412,123.0595,29.85,85,96,1.53,ID,1713929606
536,kilindoni,-7.9139,39.6668,26.63,85,100,4.91,TZ,1713929606
537,eenhana,-17.4667,16.3333,16.76,30,9,3.18,NA,1713929606
538,sadovoye,47.7764,44.5089,14.41,59,37,4.36,RU,1713929607
539,shetpe,44.1667,52.1167,18.64,35,0,1.38,KZ,1713929607
540,laguna,38.421,-121.4238,16.99,67,75,4.63,US,1713929351
541,sechura,-5.5569,-80.8222,23.19,76,100,5.67,PE,1713929607
542,velyka oleksandrivka,47.3197,33.3037,10.92,88,100,5.86,UA,1713929607
543,randers,56.4667,10.05,5.0,89,99,3.23,DK,1713929608
544,prince george,53.9166,-122.753,13.69,30,100,3.09,CA,1713929608
545,gillette,44.2911,-105.5022,8.3,42,0,2.24,US,1713929608
546,homer,59.6425,-151.5483,8.94,65,100,3.09,US,1713929608
547,maceio,-9.6658,-35.7353,26.69,89,75,1.54,BR,1713929602
548,sola,-13.8833,167.55,32.37,70,40,0.0,VU,1713929581
549,kulhudhuffushi,6.6221,73.07,29.39,70,28,2.5,MV,1713929609
550,jorpeland,59.0225,6.0408,3.97,71,4,1.73,NO,1713929609
551,minas de marcona,-15.2119,-75.1103,16.83,87,100,4.78,PE,1713929610
552,ocos,14.5094,-92.1933,29.1,72,55,1.54,GT,1713929610
553,mahalapye,-23.1041,26.8142,18.6,33,0,2.55,BW,1713929611
554,isangel,-19.55,169.2667,31.06,74,40,4.12,VU,1713929611
555,tibu,8.639,-72.7358,23.43,99,100,0.5,CO,1713929611
556,brookings,44.3114,-96.7984,9.0,62,0,2.06,US,1713929347
557,sokcho,38.2083,128.5911,10.34,87,100,4.12,KR,1713929612
558,north side,19.35,-81.2,27.04,74,20,2.06,KY,1713929612
559,horishni plavni,49.0097,33.6455,10.51,70,100,5.82,UA,1713929612
560,bodo,67.28,14.405,2.1,80,75,1.54,NO,1713929601
561,richland center,43.3347,-90.3868,11.9,82,20,5.19,US,1713929538
562,micheweni,-4.9667,39.8333,26.35,88,99,5.5,TZ,1713929613
563,cannes,43.55,7.0167,10.05,89,0,2.06,FR,1713929613
